Type,Library,Test,Result
1. Parse Validation,Centijson (C),number_1e6,true
1. Parse Validation,Centijson (C),string_3_invalid_codepoints,false
1. Parse Validation,Centijson (C),number_1.0,true
1. Parse Validation,Centijson (C),string_2_invalid_codepoints,false
1. Parse Validation,Centijson (C),number_9223372036854775807,true
1. Parse Validation,Centijson (C),number_1000000000000000,true
1. Parse Validation,Centijson (C),number_10000000000000000999,true
1. Parse Validation,Centijson (C),number_-9223372036854775809,true
1. Parse Validation,Centijson (C),object_same_key_different_values,false
1. Parse Validation,Centijson (C),object_key_nfd_nfc,true
1. Parse Validation,Centijson (C),object_same_key_same_value,false
1. Parse Validation,Centijson (C),number_9223372036854775808,true
1. Parse Validation,Centijson (C),number_1e-999,true
1. Parse Validation,Centijson (C),string_1_escaped_invalid_codepoint,false
2. Parse Double,Centijson (C),double01,true
2. Parse Double,Centijson (C),double02,true
2. Parse Double,Centijson (C),double03,true
2. Parse Double,Centijson (C),double04,true
2. Parse Double,Centijson (C),double05,true
2. Parse Double,Centijson (C),double06,true
2. Parse Double,Centijson (C),double07,true
2. Parse Double,Centijson (C),double08,true
2. Parse Double,Centijson (C),double09,true
2. Parse Double,Centijson (C),double10,true
2. Parse Double,Centijson (C),double11,true
2. Parse Double,Centijson (C),double12,true
2. Parse Double,Centijson (C),double13,true
2. Parse Double,Centijson (C),double14,true
2. Parse Double,Centijson (C),double15,true
2. Parse Double,Centijson (C),double16,true
2. Parse Double,Centijson (C),double17,true
2. Parse Double,Centijson (C),double18,true
2. Parse Double,Centijson (C),double19,true
2. Parse Double,Centijson (C),double20,true
2. Parse Double,Centijson (C),double21,true
2. Parse Double,Centijson (C),double22,true
2. Parse Double,Centijson (C),double23,true
2. Parse Double,Centijson (C),double24,true
2. Parse Double,Centijson (C),double25,true
2. Parse Double,Centijson (C),double26,true
2. Parse Double,Centijson (C),double27,true
2. Parse Double,Centijson (C),double28,true
2. Parse Double,Centijson (C),double29,true
2. Parse Double,Centijson (C),double30,true
2. Parse Double,Centijson (C),double31,true
2. Parse Double,Centijson (C),double32,true
2. Parse Double,Centijson (C),double33,true
2. Parse Double,Centijson (C),double34,true
2. Parse Double,Centijson (C),double35,true
2. Parse Double,Centijson (C),double36,true
2. Parse Double,Centijson (C),double37,true
2. Parse Double,Centijson (C),double38,true
2. Parse Double,Centijson (C),double39,true
2. Parse Double,Centijson (C),double40,true
2. Parse Double,Centijson (C),double41,true
2. Parse Double,Centijson (C),double42,true
2. Parse Double,Centijson (C),double43,true
2. Parse Double,Centijson (C),double44,true
2. Parse Double,Centijson (C),double45,true
2. Parse Double,Centijson (C),double46,true
2. Parse Double,Centijson (C),double47,true
2. Parse Double,Centijson (C),double48,true
2. Parse Double,Centijson (C),double49,true
2. Parse Double,Centijson (C),double50,true
2. Parse Double,Centijson (C),double51,true
2. Parse Double,Centijson (C),double52,true
2. Parse Double,Centijson (C),double53,true
2. Parse Double,Centijson (C),double54,true
2. Parse Double,Centijson (C),double55,true
2. Parse Double,Centijson (C),double56,true
2. Parse Double,Centijson (C),double57,true
2. Parse Double,Centijson (C),double58,true
2. Parse Double,Centijson (C),double59,true
2. Parse Double,Centijson (C),double60,true
2. Parse Double,Centijson (C),double61,true
2. Parse Double,Centijson (C),double62,true
2. Parse Double,Centijson (C),double63,true
2. Parse Double,Centijson (C),double64,true
2. Parse Double,Centijson (C),double65,true
2. Parse Double,Centijson (C),double66,true
3. Parse String,Centijson (C),string01,true
3. Parse String,Centijson (C),string02,true
3. Parse String,Centijson (C),string03,true
3. Parse String,Centijson (C),string04,true
3. Parse String,Centijson (C),string05,true
3. Parse String,Centijson (C),string06,true
3. Parse String,Centijson (C),string07,true
3. Parse String,Centijson (C),string08,true
3. Parse String,Centijson (C),string09,true
4. Roundtrip,Centijson (C),roundtrip01,true
4. Roundtrip,Centijson (C),roundtrip02,true
4. Roundtrip,Centijson (C),roundtrip03,true
4. Roundtrip,Centijson (C),roundtrip04,true
4. Roundtrip,Centijson (C),roundtrip05,true
4. Roundtrip,Centijson (C),roundtrip06,true
4. Roundtrip,Centijson (C),roundtrip07,true
4. Roundtrip,Centijson (C),roundtrip08,true
4. Roundtrip,Centijson (C),roundtrip09,true
4. Roundtrip,Centijson (C),roundtrip10,true
4. Roundtrip,Centijson (C),roundtrip11,true
4. Roundtrip,Centijson (C),roundtrip12,true
4. Roundtrip,Centijson (C),roundtrip13,true
4. Roundtrip,Centijson (C),roundtrip14,true
4. Roundtrip,Centijson (C),roundtrip15,true
4. Roundtrip,Centijson (C),roundtrip16,true
4. Roundtrip,Centijson (C),roundtrip17,true
4. Roundtrip,Centijson (C),roundtrip18,true
4. Roundtrip,Centijson (C),roundtrip19,true
4. Roundtrip,Centijson (C),roundtrip20,true
4. Roundtrip,Centijson (C),roundtrip21,true
4. Roundtrip,Centijson (C),roundtrip22,true
4. Roundtrip,Centijson (C),roundtrip23,true
4. Roundtrip,Centijson (C),roundtrip24,false
4. Roundtrip,Centijson (C),roundtrip25,true
4. Roundtrip,Centijson (C),roundtrip26,false
4. Roundtrip,Centijson (C),roundtrip27,false
1. Parse Validation,yyjson (C),pass01,true
1. Parse Validation,yyjson (C),pass02,true
1. Parse Validation,yyjson (C),pass03,true
1. Parse Validation,yyjson (C),fail02,true
1. Parse Validation,yyjson (C),fail03,true
1. Parse Validation,yyjson (C),fail04,true
1. Parse Validation,yyjson (C),fail05,true
1. Parse Validation,yyjson (C),fail06,true
1. Parse Validation,yyjson (C),fail07,true
1. Parse Validation,yyjson (C),fail08,true
1. Parse Validation,yyjson (C),fail09,true
1. Parse Validation,yyjson (C),fail10,true
1. Parse Validation,yyjson (C),fail11,true
1. Parse Validation,yyjson (C),fail12,true
1. Parse Validation,yyjson (C),fail13,true
1. Parse Validation,yyjson (C),fail14,true
1. Parse Validation,yyjson (C),fail15,true
1. Parse Validation,yyjson (C),fail16,true
1. Parse Validation,yyjson (C),fail17,true
1. Parse Validation,yyjson (C),fail19,true
1. Parse Validation,yyjson (C),fail20,true
1. Parse Validation,yyjson (C),fail21,true
1. Parse Validation,yyjson (C),fail22,true
1. Parse Validation,yyjson (C),fail23,true
1. Parse Validation,yyjson (C),fail24,true
1. Parse Validation,yyjson (C),fail25,true
1. Parse Validation,yyjson (C),fail26,true
1. Parse Validation,yyjson (C),fail27,true
1. Parse Validation,yyjson (C),fail28,true
1. Parse Validation,yyjson (C),fail29,true
1. Parse Validation,yyjson (C),fail30,true
1. Parse Validation,yyjson (C),fail31,true
1. Parse Validation,yyjson (C),fail32,true
1. Parse Validation,yyjson (C),fail33,true
1. Parse Validation,yyjson (C),number_-9223372036854775808,true
1. Parse Validation,yyjson (C),string_2_escaped_invalid_codepoints,false
1. Parse Validation,yyjson (C),string_1_invalid_codepoint,true
1. Parse Validation,yyjson (C),object_same_key_unclear_values,true
1. Parse Validation,yyjson (C),object_key_nfc_nfd,true
1. Parse Validation,yyjson (C),string_3_escaped_invalid_codepoints,false
1. Parse Validation,yyjson (C),number_1.000000000000000005,true
1. Parse Validation,yyjson (C),string_with_escaped_NULL,true
1. Parse Validation,yyjson (C),number_1e6,true
1. Parse Validation,yyjson (C),string_3_invalid_codepoints,true
1. Parse Validation,yyjson (C),number_1.0,true
1. Parse Validation,yyjson (C),string_2_invalid_codepoints,true
1. Parse Validation,yyjson (C),number_9223372036854775807,true
1. Parse Validation,yyjson (C),number_1000000000000000,true
1. Parse Validation,yyjson (C),number_10000000000000000999,true
1. Parse Validation,yyjson (C),number_-9223372036854775809,true
1. Parse Validation,yyjson (C),object_same_key_different_values,true
1. Parse Validation,yyjson (C),object_key_nfd_nfc,true
1. Parse Validation,yyjson (C),object_same_key_same_value,true
1. Parse Validation,yyjson (C),number_9223372036854775808,true
1. Parse Validation,yyjson (C),number_1e-999,true
1. Parse Validation,yyjson (C),string_1_escaped_invalid_codepoint,false
2. Parse Double,yyjson (C),double01,true
2. Parse Double,yyjson (C),double02,true
2. Parse Double,yyjson (C),double03,true
2. Parse Double,yyjson (C),double04,true
2. Parse Double,yyjson (C),double05,true
2. Parse Double,yyjson (C),double06,true
2. Parse Double,yyjson (C),double07,true
2. Parse Double,yyjson (C),double08,true
2. Parse Double,yyjson (C),double09,true
2. Parse Double,yyjson (C),double10,true
2. Parse Double,yyjson (C),double11,true
2. Parse Double,yyjson (C),double12,true
2. Parse Double,yyjson (C),double13,true
2. Parse Double,yyjson (C),double14,true
2. Parse Double,yyjson (C),double15,true
2. Parse Double,yyjson (C),double16,true
2. Parse Double,yyjson (C),double17,true
2. Parse Double,yyjson (C),double18,true
2. Parse Double,yyjson (C),double19,true
2. Parse Double,yyjson (C),double20,true
2. Parse Double,yyjson (C),double21,true
2. Parse Double,yyjson (C),double22,true
2. Parse Double,yyjson (C),double23,true
2. Parse Double,yyjson (C),double24,true
2. Parse Double,yyjson (C),double25,true
2. Parse Double,yyjson (C),double26,true
2. Parse Double,yyjson (C),double27,true
2. Parse Double,yyjson (C),double28,true
2. Parse Double,yyjson (C),double29,true
2. Parse Double,yyjson (C),double30,true
2. Parse Double,yyjson (C),double31,true
2. Parse Double,yyjson (C),double32,true
2. Parse Double,yyjson (C),double33,true
2. Parse Double,yyjson (C),double34,true
2. Parse Double,yyjson (C),double35,true
2. Parse Double,yyjson (C),double36,true
2. Parse Double,yyjson (C),double37,true
2. Parse Double,yyjson (C),double38,true
2. Parse Double,yyjson (C),double39,true
2. Parse Double,yyjson (C),double40,true
2. Parse Double,yyjson (C),double41,true
2. Parse Double,yyjson (C),double42,true
2. Parse Double,yyjson (C),double43,true
2. Parse Double,yyjson (C),double44,true
2. Parse Double,yyjson (C),double45,true
2. Parse Double,yyjson (C),double46,true
2. Parse Double,yyjson (C),double47,true
2. Parse Double,yyjson (C),double48,true
2. Parse Double,yyjson (C),double49,true
2. Parse Double,yyjson (C),double50,true
2. Parse Double,yyjson (C),double51,true
2. Parse Double,yyjson (C),double52,true
2. Parse Double,yyjson (C),double53,true
2. Parse Double,yyjson (C),double54,true
2. Parse Double,yyjson (C),double55,true
2. Parse Double,yyjson (C),double56,true
2. Parse Double,yyjson (C),double57,true
2. Parse Double,yyjson (C),double58,true
2. Parse Double,yyjson (C),double59,true
2. Parse Double,yyjson (C),double60,true
2. Parse Double,yyjson (C),double61,true
2. Parse Double,yyjson (C),double62,true
2. Parse Double,yyjson (C),double63,true
2. Parse Double,yyjson (C),double64,true
2. Parse Double,yyjson (C),double65,true
2. Parse Double,yyjson (C),double66,true
3. Parse String,yyjson (C),string01,true
3. Parse String,yyjson (C),string02,true
3. Parse String,yyjson (C),string03,true
3. Parse String,yyjson (C),string04,false
3. Parse String,yyjson (C),string05,true
3. Parse String,yyjson (C),string06,true
3. Parse String,yyjson (C),string07,true
3. Parse String,yyjson (C),string08,true
3. Parse String,yyjson (C),string09,true
4. Roundtrip,yyjson (C),roundtrip01,true
4. Roundtrip,yyjson (C),roundtrip02,true
4. Roundtrip,yyjson (C),roundtrip03,true
4. Roundtrip,yyjson (C),roundtrip04,true
4. Roundtrip,yyjson (C),roundtrip05,true
4. Roundtrip,yyjson (C),roundtrip06,true
4. Roundtrip,yyjson (C),roundtrip07,true
4. Roundtrip,yyjson (C),roundtrip08,true
4. Roundtrip,yyjson (C),roundtrip09,true
4. Roundtrip,yyjson (C),roundtrip10,true
4. Roundtrip,yyjson (C),roundtrip11,true
4. Roundtrip,yyjson (C),roundtrip12,true
4. Roundtrip,yyjson (C),roundtrip13,true
4. Roundtrip,yyjson (C),roundtrip14,true
4. Roundtrip,yyjson (C),roundtrip15,true
4. Roundtrip,yyjson (C),roundtrip16,true
4. Roundtrip,yyjson (C),roundtrip17,true
4. Roundtrip,yyjson (C),roundtrip18,true
4. Roundtrip,yyjson (C),roundtrip19,true
4. Roundtrip,yyjson (C),roundtrip20,true
4. Roundtrip,yyjson (C),roundtrip21,true
4. Roundtrip,yyjson (C),roundtrip22,true
4. Roundtrip,yyjson (C),roundtrip23,true
4. Roundtrip,yyjson (C),roundtrip24,true
4. Roundtrip,yyjson (C),roundtrip25,true
4. Roundtrip,yyjson (C),roundtrip26,true
4. Roundtrip,yyjson (C),roundtrip27,true
1. Parse Validation,Sheredom json.h (C),pass01,true
1. Parse Validation,Sheredom json.h (C),pass02,true
1. Parse Validation,Sheredom json.h (C),pass03,true
1. Parse Validation,Sheredom json.h (C),fail02,true
1. Parse Validation,Sheredom json.h (C),fail03,true
1. Parse Validation,Sheredom json.h (C),fail04,true
1. Parse Validation,Sheredom json.h (C),fail05,true
1. Parse Validation,Sheredom json.h (C),fail06,true
1. Parse Validation,Sheredom json.h (C),fail07,true
1. Parse Validation,Sheredom json.h (C),fail08,true
1. Parse Validation,Sheredom json.h (C),fail09,true
1. Parse Validation,Sheredom json.h (C),fail10,true
1. Parse Validation,Sheredom json.h (C),fail11,true
1. Parse Validation,Sheredom json.h (C),fail12,true
1. Parse Validation,Sheredom json.h (C),fail13,true
1. Parse Validation,Sheredom json.h (C),fail14,true
1. Parse Validation,Sheredom json.h (C),fail15,true
1. Parse Validation,Sheredom json.h (C),fail16,true
1. Parse Validation,Sheredom json.h (C),fail17,true
1. Parse Validation,Sheredom json.h (C),fail19,true
1. Parse Validation,Sheredom json.h (C),fail20,true
1. Parse Validation,Sheredom json.h (C),fail21,true
1. Parse Validation,Sheredom json.h (C),fail22,true
1. Parse Validation,Sheredom json.h (C),fail23,true
1. Parse Validation,Sheredom json.h (C),fail24,true
1. Parse Validation,Sheredom json.h (C),fail25,false
1. Parse Validation,Sheredom json.h (C),fail26,true
1. Parse Validation,Sheredom json.h (C),fail27,true
1. Parse Validation,Sheredom json.h (C),fail28,true
1. Parse Validation,Sheredom json.h (C),fail29,false
1. Parse Validation,Sheredom json.h (C),fail30,false
1. Parse Validation,Sheredom json.h (C),fail31,true
1. Parse Validation,Sheredom json.h (C),fail32,true
1. Parse Validation,Sheredom json.h (C),fail33,true
1. Parse Validation,Sheredom json.h (C),number_-9223372036854775808,true
1. Parse Validation,Sheredom json.h (C),string_2_escaped_invalid_codepoints,false
1. Parse Validation,Sheredom json.h (C),string_1_invalid_codepoint,true
1. Parse Validation,Sheredom json.h (C),object_same_key_unclear_values,true
1. Parse Validation,Sheredom json.h (C),object_key_nfc_nfd,true
1. Parse Validation,Sheredom json.h (C),string_3_escaped_invalid_codepoints,false
1. Parse Validation,Sheredom json.h (C),number_1.000000000000000005,true
1. Parse Validation,Sheredom json.h (C),string_with_escaped_NULL,true
1. Parse Validation,Sheredom json.h (C),number_1e6,true
1. Parse Validation,Sheredom json.h (C),string_3_invalid_codepoints,true
1. Parse Validation,Sheredom json.h (C),number_1.0,true
1. Parse Validation,Sheredom json.h (C),string_2_invalid_codepoints,true
1. Parse Validation,Sheredom json.h (C),number_9223372036854775807,true
1. Parse Validation,Sheredom json.h (C),number_1000000000000000,true
1. Parse Validation,Sheredom json.h (C),number_10000000000000000999,true
1. Parse Validation,Sheredom json.h (C),number_-9223372036854775809,true
1. Parse Validation,Sheredom json.h (C),object_same_key_different_values,true
1. Parse Validation,Sheredom json.h (C),object_key_nfd_nfc,true
1. Parse Validation,Sheredom json.h (C),object_same_key_same_value,true
1. Parse Validation,Sheredom json.h (C),number_9223372036854775808,true
1. Parse Validation,Sheredom json.h (C),number_1e-999,true
1. Parse Validation,Sheredom json.h (C),string_1_escaped_invalid_codepoint,false
2. Parse Double,Sheredom json.h (C),double01,true
2. Parse Double,Sheredom json.h (C),double02,true
2. Parse Double,Sheredom json.h (C),double03,true
2. Parse Double,Sheredom json.h (C),double04,true
2. Parse Double,Sheredom json.h (C),double05,true
2. Parse Double,Sheredom json.h (C),double06,true
2. Parse Double,Sheredom json.h (C),double07,true
2. Parse Double,Sheredom json.h (C),double08,true
2. Parse Double,Sheredom json.h (C),double09,true
2. Parse Double,Sheredom json.h (C),double10,true
2. Parse Double,Sheredom json.h (C),double11,true
2. Parse Double,Sheredom json.h (C),double12,true
2. Parse Double,Sheredom json.h (C),double13,true
2. Parse Double,Sheredom json.h (C),double14,true
2. Parse Double,Sheredom json.h (C),double15,true
2. Parse Double,Sheredom json.h (C),double16,true
2. Parse Double,Sheredom json.h (C),double17,true
2. Parse Double,Sheredom json.h (C),double18,true
2. Parse Double,Sheredom json.h (C),double19,true
2. Parse Double,Sheredom json.h (C),double20,true
2. Parse Double,Sheredom json.h (C),double21,true
2. Parse Double,Sheredom json.h (C),double22,true
2. Parse Double,Sheredom json.h (C),double23,true
2. Parse Double,Sheredom json.h (C),double24,true
2. Parse Double,Sheredom json.h (C),double25,true
2. Parse Double,Sheredom json.h (C),double26,true
2. Parse Double,Sheredom json.h (C),double27,true
2. Parse Double,Sheredom json.h (C),double28,true
2. Parse Double,Sheredom json.h (C),double29,true
2. Parse Double,Sheredom json.h (C),double30,true
2. Parse Double,Sheredom json.h (C),double31,true
2. Parse Double,Sheredom json.h (C),double32,true
2. Parse Double,Sheredom json.h (C),double33,true
2. Parse Double,Sheredom json.h (C),double34,true
2. Parse Double,Sheredom json.h (C),double35,true
2. Parse Double,Sheredom json.h (C),double36,true
2. Parse Double,Sheredom json.h (C),double37,true
2. Parse Double,Sheredom json.h (C),double38,true
2. Parse Double,Sheredom json.h (C),double39,true
2. Parse Double,Sheredom json.h (C),double40,true
2. Parse Double,Sheredom json.h (C),double41,true
2. Parse Double,Sheredom json.h (C),double42,true
2. Parse Double,Sheredom json.h (C),double43,true
2. Parse Double,Sheredom json.h (C),double44,true
2. Parse Double,Sheredom json.h (C),double45,true
2. Parse Double,Sheredom json.h (C),double46,true
2. Parse Double,Sheredom json.h (C),double47,true
2. Parse Double,Sheredom json.h (C),double48,true
2. Parse Double,Sheredom json.h (C),double49,true
2. Parse Double,Sheredom json.h (C),double50,true
2. Parse Double,Sheredom json.h (C),double51,true
2. Parse Double,Sheredom json.h (C),double52,true
2. Parse Double,Sheredom json.h (C),double53,true
2. Parse Double,Sheredom json.h (C),double54,true
2. Parse Double,Sheredom json.h (C),double55,true
2. Parse Double,Sheredom json.h (C),double56,true
2. Parse Double,Sheredom json.h (C),double57,true
2. Parse Double,Sheredom json.h (C),double58,true
2. Parse Double,Sheredom json.h (C),double59,true
2. Parse Double,Sheredom json.h (C),double60,true
2. Parse Double,Sheredom json.h (C),double61,true
2. Parse Double,Sheredom json.h (C),double62,true
2. Parse Double,Sheredom json.h (C),double63,true
2. Parse Double,Sheredom json.h (C),double64,true
2. Parse Double,Sheredom json.h (C),double65,true
2. Parse Double,Sheredom json.h (C),double66,true
3. Parse String,Sheredom json.h (C),string01,true
3. Parse String,Sheredom json.h (C),string02,true
3. Parse String,Sheredom json.h (C),string03,true
3. Parse String,Sheredom json.h (C),string04,false
3. Parse String,Sheredom json.h (C),string05,true
3. Parse String,Sheredom json.h (C),string06,true
3. Parse String,Sheredom json.h (C),string07,true
3. Parse String,Sheredom json.h (C),string08,true
3. Parse String,Sheredom json.h (C),string09,true
4. Roundtrip,Sheredom json.h (C),roundtrip01,true
4. Roundtrip,Sheredom json.h (C),roundtrip02,true
4. Roundtrip,Sheredom json.h (C),roundtrip03,true
4. Roundtrip,Sheredom json.h (C),roundtrip04,true
4. Roundtrip,Sheredom json.h (C),roundtrip05,true
4. Roundtrip,Sheredom json.h (C),roundtrip06,true
4. Roundtrip,Sheredom json.h (C),roundtrip07,true
4. Roundtrip,Sheredom json.h (C),roundtrip08,true
4. Roundtrip,Sheredom json.h (C),roundtrip09,true
4. Roundtrip,Sheredom json.h (C),roundtrip10,true
4. Roundtrip,Sheredom json.h (C),roundtrip11,true
4. Roundtrip,Sheredom json.h (C),roundtrip12,true
4. Roundtrip,Sheredom json.h (C),roundtrip13,true
4. Roundtrip,Sheredom json.h (C),roundtrip14,true
4. Roundtrip,Sheredom json.h (C),roundtrip15,true
4. Roundtrip,Sheredom json.h (C),roundtrip16,true
4. Roundtrip,Sheredom json.h (C),roundtrip17,true
4. Roundtrip,Sheredom json.h (C),roundtrip18,true
4. Roundtrip,Sheredom json.h (C),roundtrip19,true
4. Roundtrip,Sheredom json.h (C),roundtrip20,true
4. Roundtrip,Sheredom json.h (C),roundtrip21,true
4. Roundtrip,Sheredom json.h (C),roundtrip22,true
4. Roundtrip,Sheredom json.h (C),roundtrip23,true
4. Roundtrip,Sheredom json.h (C),roundtrip24,true
4. Roundtrip,Sheredom json.h (C),roundtrip25,true
4. Roundtrip,Sheredom json.h (C),roundtrip26,true
4. Roundtrip,Sheredom json.h (C),roundtrip27,true
1. Parse Validation,ujson4c (C),pass01,true
1. Parse Validation,ujson4c (C),pass02,true
1. Parse Validation,ujson4c (C),pass03,true
1. Parse Validation,ujson4c (C),fail02,true
1. Parse Validation,ujson4c (C),fail03,true
1. Parse Validation,ujson4c (C),fail04,true
1. Parse Validation,ujson4c (C),fail05,true
1. Parse Validation,ujson4c (C),fail06,true
1. Parse Validation,ujson4c (C),fail07,true
1. Parse Validation,ujson4c (C),fail08,true
1. Parse Validation,ujson4c (C),fail09,false
1. Parse Validation,ujson4c (C),fail10,true
1. Parse Validation,ujson4c (C),fail11,true
1. Parse Validation,ujson4c (C),fail12,true
1. Parse Validation,ujson4c (C),fail13,false
1. Parse Validation,ujson4c (C),fail14,true
1. Parse Validation,ujson4c (C),fail15,true
1. Parse Validation,ujson4c (C),fail16,true
1. Parse Validation,ujson4c (C),fail17,true
1. Parse Validation,ujson4c (C),fail19,true
1. Parse Validation,ujson4c (C),fail20,true
1. Parse Validation,ujson4c (C),fail21,true
1. Parse Validation,ujson4c (C),fail22,true
1. Parse Validation,ujson4c (C),fail23,true
1. Parse Validation,ujson4c (C),fail24,true
1. Parse Validation,ujson4c (C),fail25,false
1. Parse Validation,ujson4c (C),fail26,true
1. Parse Validation,ujson4c (C),fail27,false
1. Parse Validation,ujson4c (C),fail28,true
1. Parse Validation,ujson4c (C),fail29,false
1. Parse Validation,ujson4c (C),fail30,false
1. Parse Validation,ujson4c (C),fail31,true
1. Parse Validation,ujson4c (C),fail32,true
1. Parse Validation,ujson4c (C),fail33,true
1. Parse Validation,ujson4c (C),number_-9223372036854775808,true
1. Parse Validation,ujson4c (C),string_2_escaped_invalid_codepoints,false
1. Parse Validation,ujson4c (C),string_1_invalid_codepoint,true
1. Parse Validation,ujson4c (C),object_same_key_unclear_values,true
1. Parse Validation,ujson4c (C),object_key_nfc_nfd,true
1. Parse Validation,ujson4c (C),string_3_escaped_invalid_codepoints,false
1. Parse Validation,ujson4c (C),number_1.000000000000000005,true
1. Parse Validation,ujson4c (C),string_with_escaped_NULL,true
1. Parse Validation,ujson4c (C),number_1e6,true
1. Parse Validation,ujson4c (C),string_3_invalid_codepoints,true
1. Parse Validation,ujson4c (C),number_1.0,true
1. Parse Validation,ujson4c (C),string_2_invalid_codepoints,true
1. Parse Validation,ujson4c (C),number_9223372036854775807,true
1. Parse Validation,ujson4c (C),number_1000000000000000,true
1. Parse Validation,ujson4c (C),number_10000000000000000999,false
1. Parse Validation,ujson4c (C),number_-9223372036854775809,false
1. Parse Validation,ujson4c (C),object_same_key_different_values,true
1. Parse Validation,ujson4c (C),object_key_nfd_nfc,true
1. Parse Validation,ujson4c (C),object_same_key_same_value,true
1. Parse Validation,ujson4c (C),number_9223372036854775808,false
1. Parse Validation,ujson4c (C),number_1e-999,true
1. Parse Validation,ujson4c (C),string_1_escaped_invalid_codepoint,true
2. Parse Double,ujson4c (C),double01,true
2. Parse Double,ujson4c (C),double02,true
2. Parse Double,ujson4c (C),double03,true
2. Parse Double,ujson4c (C),double04,true
2. Parse Double,ujson4c (C),double05,true
2. Parse Double,ujson4c (C),double06,true
2. Parse Double,ujson4c (C),double07,true
2. Parse Double,ujson4c (C),double08,true
2. Parse Double,ujson4c (C),double09,true
2. Parse Double,ujson4c (C),double10,true
2. Parse Double,ujson4c (C),double11,true
2. Parse Double,ujson4c (C),double12,true
2. Parse Double,ujson4c (C),double13,true
2. Parse Double,ujson4c (C),double14,true
2. Parse Double,ujson4c (C),double15,true
2. Parse Double,ujson4c (C),double16,true
2. Parse Double,ujson4c (C),double17,true
2. Parse Double,ujson4c (C),double18,true
2. Parse Double,ujson4c (C),double19,true
2. Parse Double,ujson4c (C),double20,true
2. Parse Double,ujson4c (C),double21,true
2. Parse Double,ujson4c (C),double22,false
2. Parse Double,ujson4c (C),double23,false
2. Parse Double,ujson4c (C),double24,false
2. Parse Double,ujson4c (C),double25,false
2. Parse Double,ujson4c (C),double26,true
2. Parse Double,ujson4c (C),double27,false
2. Parse Double,ujson4c (C),double28,false
2. Parse Double,ujson4c (C),double29,false
2. Parse Double,ujson4c (C),double30,true
2. Parse Double,ujson4c (C),double31,false
2. Parse Double,ujson4c (C),double32,true
2. Parse Double,ujson4c (C),double33,true
2. Parse Double,ujson4c (C),double34,true
2. Parse Double,ujson4c (C),double35,false
2. Parse Double,ujson4c (C),double36,false
2. Parse Double,ujson4c (C),double37,true
2. Parse Double,ujson4c (C),double38,false
2. Parse Double,ujson4c (C),double39,false
2. Parse Double,ujson4c (C),double40,false
2. Parse Double,ujson4c (C),double41,false
2. Parse Double,ujson4c (C),double42,true
2. Parse Double,ujson4c (C),double43,true
2. Parse Double,ujson4c (C),double44,false
2. Parse Double,ujson4c (C),double45,true
2. Parse Double,ujson4c (C),double46,true
2. Parse Double,ujson4c (C),double47,true
2. Parse Double,ujson4c (C),double48,false
2. Parse Double,ujson4c (C),double49,false
2. Parse Double,ujson4c (C),double50,true
2. Parse Double,ujson4c (C),double51,false
2. Parse Double,ujson4c (C),double52,true
2. Parse Double,ujson4c (C),double53,false
2. Parse Double,ujson4c (C),double54,false
2. Parse Double,ujson4c (C),double55,false
2. Parse Double,ujson4c (C),double56,false
2. Parse Double,ujson4c (C),double57,false
2. Parse Double,ujson4c (C),double58,false
2. Parse Double,ujson4c (C),double59,false
2. Parse Double,ujson4c (C),double60,false
2. Parse Double,ujson4c (C),double61,false
2. Parse Double,ujson4c (C),double62,false
2. Parse Double,ujson4c (C),double63,false
2. Parse Double,ujson4c (C),double64,false
2. Parse Double,ujson4c (C),double65,false
2. Parse Double,ujson4c (C),double66,false
3. Parse String,ujson4c (C),string01,true
3. Parse String,ujson4c (C),string02,true
3. Parse String,ujson4c (C),string03,true
3. Parse String,ujson4c (C),string04,false
3. Parse String,ujson4c (C),string05,true
3. Parse String,ujson4c (C),string06,true
3. Parse String,ujson4c (C),string07,false
3. Parse String,ujson4c (C),string08,false
3. Parse String,ujson4c (C),string09,false
1. Parse Validation,Vinenthz libjson (C),pass01,true
1. Parse Validation,Vinenthz libjson (C),pass02,true
1. Parse Validation,Vinenthz libjson (C),pass03,true
1. Parse Validation,Vinenthz libjson (C),fail02,true
1. Parse Validation,Vinenthz libjson (C),fail03,true
1. Parse Validation,Vinenthz libjson (C),fail04,true
1. Parse Validation,Vinenthz libjson (C),fail05,true
1. Parse Validation,Vinenthz libjson (C),fail06,true
1. Parse Validation,Vinenthz libjson (C),fail07,true
1. Parse Validation,Vinenthz libjson (C),fail08,true
1. Parse Validation,Vinenthz libjson (C),fail09,true
1. Parse Validation,Vinenthz libjson (C),fail10,true
1. Parse Validation,Vinenthz libjson (C),fail11,true
1. Parse Validation,Vinenthz libjson (C),fail12,true
1. Parse Validation,Vinenthz libjson (C),fail13,true
1. Parse Validation,Vinenthz libjson (C),fail14,true
1. Parse Validation,Vinenthz libjson (C),fail15,true
1. Parse Validation,Vinenthz libjson (C),fail16,true
1. Parse Validation,Vinenthz libjson (C),fail17,true
1. Parse Validation,Vinenthz libjson (C),fail19,true
1. Parse Validation,Vinenthz libjson (C),fail20,true
1. Parse Validation,Vinenthz libjson (C),fail21,true
1. Parse Validation,Vinenthz libjson (C),fail22,true
1. Parse Validation,Vinenthz libjson (C),fail23,true
